Flow ID;Src IP;Src Port;Dst IP;Dst Port;Protocol;Timestamp;Flow Duration;Tot Fwd Pkts;Tot Bwd Pkts;TotLen Fwd Pkts;TotLen Bwd Pkts;Fwd Pkt Len Max;Fwd Pkt Len Min;Fwd Pkt Len Mean;Fwd Pkt Len Std;Bwd Pkt Len Max;Bwd Pkt Len Min;Bwd Pkt Len Mean;Bwd Pkt Len Std;Flow Byts/s;Flow Pkts/s;Flow IAT Mean;Flow IAT Std;Flow IAT Max;Flow IAT Min;Fwd IAT Tot;Fwd IAT Mean;Fwd IAT Std;Fwd IAT Max;Fwd IAT Min;Bwd IAT Tot;Bwd IAT Mean;Bwd IAT Std;Bwd IAT Max;Bwd IAT Min;Fwd PSH Flags;Bwd PSH Flags;Fwd URG Flags;Bwd URG Flags;Fwd Header Len;Bwd Header Len;Fwd Pkts/s;Bwd Pkts/s;Pkt Len Min;Pkt Len Max;Pkt Len Mean;Pkt Len Std;Pkt Len Var;FIN Flag Cnt;SYN Flag Cnt;RST Flag Cnt;PSH Flag Cnt;ACK Flag Cnt;URG Flag Cnt;CWE Flag Count;ECE Flag Cnt;Down/Up Ratio;Pkt Size Avg;Fwd Seg Size Avg;Bwd Seg Size Avg;Fwd Byts/b Avg;Fwd Pkts/b Avg;Fwd Blk Rate Avg;Bwd Byts/b Avg;Bwd Pkts/b Avg;Bwd Blk Rate Avg;Subflow Fwd Pkts;Subflow Fwd Byts;Subflow Bwd Pkts;Subflow Bwd Byts;Init Fwd Win Byts;Init Bwd Win Byts;Fwd Act Data Pkts;Fwd Seg Size Min;Active Mean;Active Std;Active Max;Active Min;Idle Mean;Idle Std;Idle Max;Idle Min;Label
185.70.42.172-192.168.188.24-443-58937-6;19216818824;58937;1857042172;443;6;24/03/2025 23:59;10633554;13;16;28420;14580;10080;0;2,18615E+16;3,76157E+15;4310;0;91125;1,47134E+14;4,0438E+16;2.727216131126056;3,7977E+15;1,8775E+16;99480660;0;1,06151E+14;8,84595E+15;2,85829E+14;99481000;180;1,06334E+14;7088954;2,57392E+15;1,00013E+14;0;0;0;0;0;260;344;1,22255E+16;1,50467E+16;0;10080;1,43333E+16;2,72946E+16;7,44994E+15;0;1;0;0;0;0;0;0;10;1,48276E+16;2,18615E+15;91125;0;0;0;0;0;0;13;2842;16;1458;-1;83;7;0;6853650;0;6853650;6853650;99480660;0;99480660;99480660;0
192.168.188.24-18.66.2.5-58910-80-6;19216818824;58910;186625;80;6;24/03/2025 23:59;9139;0;2;0;0;0;0;0;0;0;0;0;0;0;218.84232410548202;91390;0;91390;91390;0;0;0;0;0;91390;91390;0;91390;91390;0;0;0;0;0;40;0;2,18842E+16;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;-1;131;0;0;0;0;0;0;0;0;0;0;0
192.168.188.24-3.74.145.219-56971-2099-6;374145219;2099;19216818824;56971;6;24/03/2025 23:59;19056746;2;5;3130;3610;2820;310;1565;1,77484E+16;3300;0;722;1,44738E+14;3,53681E+16;0.3673239911997568;3,17612E+16;7,74929E+13;1,89943E+14;210;405300;405300;0;405300;405300;1,90567E+14;47641865;9,48675E+15;1,89943E+14;210;0;0;0;0;40;100;1,0495E+16;2,62374E+15;0;3300;8425;1,38131E+16;1,90802E+16;0;0;0;0;1;0;0;0;20;9,62857E+15;1565;722;0;0;0;0;0;0;2;313;5;361;-1;252;2;0;210;0;210;210;1,89943E+14;0;1,89943E+14;1,89943E+14;0
192.168.188.24-50.112.141.2-58947-443-6;19216818824;58947;501121412;443;6;24/03/2025 23:59;752126;8;12;8580;39610;5170;0;1,0725E+16;1,79667E+15;14600;0;3,30083E+15;5,62391E+15;6,40717E+15;26.59128922547552;3,95856E+15;7,8418E+15;1885970;0;5634690;8,04956E+15;1,00001E+16;1881260;370;7519760;6,83615E+15;9,45562E+14;1885970;0;0;0;0;0;160;264;1,06365E+16;1,59548E+16;0;14600;2,29476E+15;4,47142E+15;1,99936E+16;0;1;0;0;0;0;0;0;10;24095;10725;3,30083E+15;0;0;0;0;0;0;8;858;12;3961;-1;254;4;0;0;0;0;0;0;0;0;0;0
172.64.146.88-192.168.188.24-8443-58954-6;19216818824;58954;1726414688;8443;6;24/03/2025 23:59;72056;7;9;6210;55190;5170;0;8,87143E+15;1,91125E+15;14600;0;6,13222E+15;7,1173E+15;8,52115E+14;222.04951704230044;4,80373E+15;8,35911E+15;290000;0;652770;108795;1,75381E+15;420970;460;717680;89710;1,00548E+15;290000;0;0;0;0;0;140;204;9,71467E+15;1,24903E+14;0;14600;3,61176E+15;5,85955E+15;3,43343E+15;0;1;0;0;0;0;0;0;10;38375;8,87143E+15;6,13222E+15;0;0;0;0;0;0;7;621;9;5519;-1;10;3;0;0;0;0;0;0;0;0;0;0
192.168.188.24-50.112.141.2-58947-443-6;501121412;443;19216818824;58947;6;24/03/2025 23:59;530456;1;3;0;0;0;0;0;0;0;0;0;0;0;7.540681979278205;1,76819E+15;1,72076E+16;3437370;120;0;0;0;0;0;5304560;2652280;3,75072E+15;5304440;120;0;0;0;0;20;60;1,88517E+16;5,65551E+15;0;0;0;0;0;1;0;0;0;1;0;0;0;30;0;0;0;0;0;0;0;0;0;1;0;3;0;-1;251;0;0;0;0;0;0;0;0;0;0;0
172.64.146.88-192.168.188.24-8443-58957-6;19216818824;58957;1726414688;8443;6;24/03/2025 23:59;65139;7;10;6210;55190;5170;0;8,87143E+15;1,91125E+15;14600;0;5519;6,98483E+15;9,426E+15;260.9803650654754;40711875;8,41424E+15;308020;0;573180;95530;1,63277E+16;407140;380;649010;7,21122E+15;1,05998E+16;308020;0;0;0;0;0;140;224;1,07463E+16;1,53518E+15;0;14600;3,41111E+15;5,74799E+15;3,30393E+16;0;1;0;0;0;0;0;0;10;3,61176E+15;8,87143E+15;5519;0;0;0;0;0;0;7;621;10;5519;-1;10;3;0;0;0;0;0;0;0;0;0;0
172.64.147.231-192.168.188.24-443-56944-6;19216818824;56944;17264147231;443;6;24/03/2025 23:59;29;1;1;0;850;0;0;0;0;850;850;850;0;2,93103E+16;68965.5172413793;290;0;290;290;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;3,44828E+15;3,44828E+15;0;850;5,66667E+15;4,90748E+16;2,40833E+15;0;0;0;1;1;0;0;0;10;850;0;850;0;0;0;0;0;0;1;0;1;85;-1;254;0;0;0;0;0;0;0;0;0;0;0
192.168.188.24-50.112.141.2-58959-443-6;19216818824;58959;501121412;443;6;24/03/2025 23:59;558928;7;8;7830;4970;5170;0;1,11857E+16;1,90229E+16;3010;0;62125;1,11563E+16;2,2901E+15;26.83708814015401;3,99234E+16;7,85446E+15;1866990;0;3743990;6,23998E+15;9,64689E+15;1871620;280;5587370;7,98196E+15;9,84216E+15;1869790;0;0;0;0;0;140;184;1,2524E+16;1,43131E+16;0;5170;8E+15;1,4613E+14;2,13539E+16;0;1;0;0;0;0;0;0;10;8,53333E+15;1,11857E+16;62125;0;0;0;0;0;0;7;783;8;497;-1;127;4;0;0;0;0;0;0;0;0;0;0
172.64.146.88-192.168.188.24-8443-58962-6;19216818824;58962;1726414688;8443;6;24/03/2025 23:59;18899;6;6;6210;39330;5170;0;1035;2,04935E+16;14600;0;6555;7,36381E+15;2,40965E+15;634.9542303825599;1,71809E+15;3,03385E+16;79850;0;108710;21742;4,23361E+15;97350;530;181350;36270;4,02518E+15;79850;0;0;0;0;0;120;144;3,17477E+16;3,17477E+16;0;14600;3,50308E+15;5,7506E+15;3,30694E+16;0;1;0;0;0;0;0;0;10;3795;1035;6555;0;0;0;0;0;0;6;621;6;3933;-1;9;3;0;0;0;0;0;0;0;0;0;0
172.64.146.88-192.168.188.24-8443-58962-6;1726414688;8443;19216818824;58962;6;24/03/2025 23:59;633;1;1;0;0;0;0;0;0;0;0;0;0;0;3159.55766192733;6330;0;6330;6330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;1,57978E+15;1,57978E+15;0;0;0;0;0;0;0;0;0;1;0;0;0;10;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;9;0;0;0;0;0;0;0;0;0;0;0
192.168.188.24-50.112.141.2-58959-443-6;501121412;443;19216818824;58959;6;24/03/2025 23:59;550449;1;3;0;0;0;0;0;0;0;0;0;0;0;7.266794925597104;1834830;1,83218E+15;3664450;110;0;0;0;0;0;5504490;2752245;3,89211E+16;5504380;110;0;0;0;0;20;60;1,8167E+15;5,4501E+15;0;0;0;0;0;1;0;0;0;1;0;0;0;30;0;0;0;0;0;0;0;0;0;1;0;3;0;-1;254;0;0;0;0;0;0;0;0;0;0;0
172.64.146.73-192.168.188.24-443-58972-6;19216818824;58972;1726414673;443;6;24/03/2025 23:59;60633;6;7;6050;42850;5170;0;1,00833E+16;2,05405E+16;14600;0;6,12143E+15;7,63707E+15;8,06492E+14;214.40469711213365;5,05275E+15;1,02443E+16;360810;0;525630;105126;1,81541E+16;420810;700;601990;1,00332E+16;1,31335E+16;360810;0;0;0;0;0;120;164;9,8956E+13;1,15449E+16;0;14600;3,49286E+15;6,00415E+15;3,60498E+15;0;1;0;0;0;0;0;0;10;3,76154E+16;1,00833E+16;6,12143E+15;0;0;0;0;0;0;6;605;7;4285;-1;10;3;0;0;0;0;0;0;0;0;0;0
172.64.147.231-192.168.188.24-443-56889-6;19216818824;56889;17264147231;443;6;24/03/2025 23:59;63;1;1;0;850;0;0;0;0;850;850;850;0;1,34921E+15;31746.031746031746;630;0;630;630;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;1,5873E+16;1,5873E+16;0;850;5,66667E+15;4,90748E+16;2,40833E+15;0;0;0;1;1;0;0;0;10;850;0;850;0;0;0;0;0;0;1;0;1;85;-1;254;0;0;0;0;0;0;0;0;0;0;0
192.168.188.24-104.16.55.40-58971-443-6;19216818824;58971;104165540;443;6;24/03/2025 23:59;250811;7;8;15210;45550;9160;0;2,17286E+16;3,60677E+15;14600;0;569375;6,69421E+15;2,42254E+16;59.80598937048215;1,79151E+16;6,23716E+16;2345370;0;2455800;409300;9,63264E+15;2374800;530;2501070;3,57296E+15;8,76902E+14;2345370;0;0;0;0;0;140;184;2,79095E+16;3,18965E+15;0;14600;3,7975E+16;5,4979E+15;3022686;0;1;0;0;0;0;0;0;10;4,05067E+16;2,17286E+16;569375;0;0;0;0;0;0;7;1521;8;4555;-1;9;4;0;0;0;0;0;0;0;0;0;0
172.65.252.238-192.168.188.24-5223-56887-6;17265252238;5223;19216818824;56887;6;24/03/2025 23:59;24901436;26;19;167660;5930;14600;0;6,44846E+15;5,88906E+15;3330;0;3,12105E+16;8,48303E+15;6,97108E+15;1.807124697547563;5,65942E+15;1,82238E+16;1,07454E+14;0;2,0738E+14;82952116;2,28984E+15;1,07491E+13;0;2,49014E+14;1,38341E+15;2,68837E+16;1,07454E+14;240;0;0;0;0;520;380;1,04412E+16;7,63008E+15;0;14600;3,7737E+16;5,39115E+15;2,90645E+15;0;0;0;0;1;0;0;0;0;3,85756E+16;6,44846E+15;3,12105E+16;0;0;0;0;0;0;26;16766;19;593;-1;509;20;0;37852040;0;37852040;37852040;1,07454E+14;0;1,07454E+14;1,07454E+14;0
172.65.252.238-192.168.188.24-5223-56887-6;17265252238;5223;19216818824;56887;6;24/03/2025 23:59;225;1;2;0;310;0;0;0;0;310;0;155;2,19203E+16;1,37778E+16;13333.333333333334;1125;1,18087E+16;1960;290;0;0;0;0;0;290;290;0;290;290;0;1;0;0;20;40;4,44444E+15;8,88889E+15;0;310;1,55E+16;1,78979E+16;3,20333E+15;0;0;0;1;1;0;0;0;20;2,06667E+16;0;155;0;0;0;0;0;0;1;0;2;31;-1;0;0;0;0;0;0;0;0;0;0;0;0
192.168.188.24-3.168.217.112-58875-443-6;19216818824;58875;3168217112;443;6;24/03/2025 23:59;14867167;0;4;0;400;0;0;0;0;390;0;100;1,93391E+16;2,69049E+15;0.26904924119033574;4,95572E+15;8,57607E+15;1,48585E+14;880;0;0;0;0;0;1,48672E+14;4,95572E+15;8,57607E+15;1,48585E+14;880;0;0;0;0;0;92;0;2,69049E+16;0;390;82;1,7225E+16;2,967E+16;0;0;0;0;1;0;0;0;0;1025;0;100;0;0;0;0;0;0;0;0;4;40;-1;142;0;0;85670;0;85670;85670;1,48585E+14;0;1,48585E+14;1,48585E+14;0
192.168.188.24-3.168.217.112-58875-443-6;19216818824;58875;3168217112;443;6;24/03/2025 23:59;39;1;1;0;0;0;0;0;0;0;0;0;0;0;51282.05128205128;390;0;390;390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;2,5641E+15;2,5641E+15;0;0;0;0;0;0;0;0;0;1;0;0;0;10;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;252;0;0;0;0;0;0;0;0;0;0;0
192.168.188.24-4.231.128.59-58988-443-6;19216818824;58988;423112859;443;6;25/03/2025 00:00;249945;10;10;17530;42800;12560;0;1,753E+16;3,87299E+15;14600;0;4280;6,03223E+15;2,41373E+16;80.01760387285202;1,3155E+16;1,86251E+16;411610;0;2110160;2,34462E+16;2,83555E+16;795940;410;2475070;2,75008E+16;2,88205E+16;802200;0;0;0;0;0;200;224;4,00088E+15;4,00088E+15;0;14600;2,87286E+15;5,01541E+15;2,51543E+16;0;1;0;0;0;0;0;0;10;30165;1753;4280;0;0;0;0;0;0;10;1753;10;4280;-1;16385;5;0;0;0;0;0;0;0;0;0;0
192.168.188.24-4.231.128.59-58988-443-6;423112859;443;19216818824;58988;6;25/03/2025 00:00;227;1;2;0;420;0;0;0;0;420;0;210;2,96985E+16;1,85022E+16;13215.859030837006;1135;1,19501E+16;1980;290;0;0;0;0;0;290;290;0;290;290;0;1;0;0;20;40;4,40529E+15;8,81057E+14;0;420;210;2,42487E+15;5880;0;0;0;1;1;0;0;0;20;280;0;210;0;0;0;0;0;0;1;0;2;42;-1;0;0;0;0;0;0;0;0;0;0;0;0
192.168.188.24-4.231.128.59-58989-443-6;19216818824;58989;423112859;443;6;25/03/2025 00:00;265154;9;10;4970;43040;2140;0;5,52222E+15;8,08761E+15;14600;0;4304;6,02988E+15;1,81065E+15;71.65647133364007;1,47308E+16;1,88115E+16;447010;0;2236600;279575;3,12741E+15;846890;720;2502940;2,78104E+16;2,87809E+15;820460;0;0;0;0;0;180;224;3,39425E+15;3,77139E+14;0;14600;2,4005E+16;4,61809E+16;2,13268E+16;0;1;0;0;0;0;0;0;10;2,52684E+16;5,52222E+15;4304;0;0;0;0;0;0;9;497;10;4304;-1;16385;4;0;0;0;0;0;0;0;0;0;0
192.168.188.24-4.231.128.59-58989-443-6;423112859;443;19216818824;58989;6;25/03/2025 00:00;208;1;2;0;420;0;0;0;0;420;0;210;2,96985E+16;2,01923E+16;14423.076923076924;1040;1,01823E+16;1760;320;0;0;0;0;0;320;320;0;320;320;0;1;0;0;20;40;4,80769E+15;9,61538E+15;0;420;210;2,42487E+15;5880;0;0;0;1;1;0;0;0;20;280;0;210;0;0;0;0;0;0;1;0;2;42;-1;0;0;0;0;0;0;0;0;0;0;0;0
192.168.188.24-4.231.128.59-58990-443-6;19216818824;58990;423112859;443;6;25/03/2025 00:00;248867;10;10;12910;42400;7940;0;1,291E+16;2,45751E+15;14600;0;4240;6,03827E+15;2,22247E+15;80.3642106024503;1,30983E+16;1,97572E+16;539930;0;2100930;2,33437E+16;3,17621E+16;919770;240;2479900;2,75544E+16;3,0793E+16;909010;0;0;0;0;0;200;224;4,01821E+15;4,01821E+15;0;14600;2,63381E+15;4,65439E+15;2,16634E+16;0;1;0;0;0;0;0;0;10;27655;1291;4240;0;0;0;0;0;0;10;1291;10;4240;-1;16380;5;0;0;0;0;0;0;0;0;0;0
185.159.159.145-192.168.188.24-443-59003-6;19216818824;59003;1,85159E+11;443;6;25/03/2025 00:00;52998;2;3;0;0;0;0;0;0;0;0;0;0;0;94.34318276161363;132495;1,53457E+16;300510;650;228820;228820;0;228820;228820;525980;262990;5,30613E+15;300510;225470;0;0;0;0;40;84;3,77373E+15;5,66059E+15;0;0;0;0;0;0;1;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;2;0;3;0;-1;83;0;0;0;0;0;0;0;0;0;0;0
185.159.159.145-192.168.188.24-443-59003-6;1,85159E+11;443;19216818824;59003;6;25/03/2025 00:00;18013;5;2;29890;12400;12400;0;5978;6,01548E+15;12400;0;6200;8,76812E+14;2,34775E+15;388.60822739132846;3,00217E+16;7,34056E+15;179860;0;180130;450325;90065;180130;0;270;270;0;270;270;0;0;0;0;100;40;2,77577E+15;1,11031E+16;0;12400;683625;6,06008E+15;3,67246E+15;0;0;0;0;1;0;0;0;0;7,81286E+15;5978;6200;0;0;0;0;0;0;5;2989;2;1240;-1;0;4;0;0;0;0;0;0;0;0;0;0
185.159.159.148-192.168.188.24-443-58993-6;19216818824;58993;1,85159E+11;443;6;25/03/2025 00:00;10210933;7;13;7900;72190;4440;0;1,12857E+16;1,75658E+16;12400;0;5,55308E+15;5,74226E+14;7,84355E+15;1.9586848723813974;5,37418E+15;2,29158E+16;1,00001E+13;0;1700440;2,83407E+16;2,13243E+15;628810;44610;1,02109E+14;8,50911E+15;2,88138E+16;1,00002E+14;0;0;0;0;0;140;284;6,8554E+15;1,27315E+16;0;12400;3,81381E+16;5,09186E+15;2,5927E+16;0;1;0;0;0;0;0;0;10;40045;1,12857E+16;5,55308E+15;0;0;0;0;0;0;7;790;13;7219;-1;84;3;0;2105690;0;2105690;2105690;1,00001E+13;0;1,00001E+13;1,00001E+13;0
185.159.159.148-192.168.188.24-443-58995-6;19216818824;58995;1,85159E+11;443;6;25/03/2025 00:00;10103015;5;9;10980;33960;7310;0;2196;3,09034E+16;12400;0;3,77333E+16;5,33032E+13;4,44818E+16;1.3857249543824295;7,77155E+15;2,76888E+16;99924470;0;855400;213850;2,784E+16;600050;3800;1,0103E+14;1,26288E+16;3,52733E+15;99924950;0;0;0;0;0;100;204;4,94902E+16;8,90823E+15;0;12400;2996;4,49693E+15;2,02224E+15;0;1;0;0;0;0;0;0;10;3210;2196;3,77333E+15;0;0;0;0;0;0;5;1098;9;3396;-1;83;3;0;1103330;0;1103330;1103330;99924470;0;99924470;99924470;0
185.159.159.148-192.168.188.24-443-58996-6;19216818824;58996;1,85159E+11;443;6;25/03/2025 00:00;10449887;7;10;16810;32910;7310;0;2,40143E+16;3,03911E+15;12400;0;3291;4,94435E+16;4,75795E+15;1.6268118497357913;6531179375;2,49309E+15;99989050;0;4266720;711120;1,01255E+16;2686620;14390;1,04499E+14;1,1611E+16;3,31576E+16;99989400;0;0;0;0;0;140;224;6,69864E+15;9,56948E+15;0;12400;2,76222E+15;4,10719E+15;1,6869E+16;0;1;0;0;0;0;0;0;10;2,92471E+16;2,40143E+16;3291;0;0;0;0;0;0;7;1681;10;3291;-1;82;4;0;4507540;0;4507540;4507540;99989050;0;99989050;99989050;0
185.159.159.140-192.168.188.24-443-58998-6;19216818824;58998;1,85159E+11;443;6;25/03/2025 00:00;10088496;9;16;7190;112530;4400;0;7,98889E+15;1,50898E+16;12400;0;7033125;5,78268E+15;1,1867E+16;2.4780700710988044;4,20354E+16;2,04005E+15;99980290;0;682730;8534125;8,19771E+15;258230;630;1,00885E+14;6725664;2,57984E+16;99980400;0;0;0;0;0;180;344;8,92105E+15;1,58596E+16;0;12400;4,60462E+15;5,53434E+14;3,0629E+15;0;1;0;0;0;0;0;0;10;47888;7,98889E+15;7033125;0;0;0;0;0;0;9;719;16;11253;-1;84;3;0;902460;0;902460;902460;99980290;0;99980290;99980290;0
185.159.159.143-192.168.188.24-443-58999-6;19216818824;58999;1,85159E+11;443;6;25/03/2025 00:00;10215997;7;12;6110;58880;4480;0;8,72857E+15;1,63637E+16;12400;0;4,90667E+16;5,63751E+15;6,36159E+15;1.8598282673732187;5,67555E+15;2,35432E+16;1,00007E+14;0;1748800;2,91467E+16;3,42256E+15;840990;4580;1,0216E+14;9287270;3,00897E+16;1,00007E+14;0;0;0;0;0;140;264;6,852E+15;1,17463E+16;0;12400;3,2495E+16;4,85969E+15;2,36166E+16;0;1;0;0;0;0;0;0;10;3,42053E+16;8,72857E+15;4,90667E+15;0;0;0;0;0;0;7;611;12;5888;-1;84;3;0;2151000;0;2151000;2151000;1,00007E+14;0;1,00007E+14;1,00007E+14;0
185.159.159.140-192.168.188.24-443-59000-6;19216818824;59000;1,85159E+11;443;6;25/03/2025 00:00;10223077;110;223;5810;2668360;4400;0;5,28182E+15;4,29051E+14;12400;0;1,19657E+16;2,17559E+16;2,61582E+15;32.57336318605445;3,07924E+16;5,42637E+15;98879610;0;2927810;2,68606E+15;6,78235E+14;466020;630;1,02231E+14;4,60499E+14;6,63562E+15;98879800;0;0;0;0;0;2200;4484;1,076E+16;2,18134E+16;0;12400;8,0065E+15;5,89938E+15;3,48027E+16;0;1;0;0;0;0;0;0;20;8,03054E+15;5,28182E+15;1,19657E+14;0;0;0;0;0;0;110;581;223;266836;-1;84;3;0;3347950;0;3347950;3347950;98879610;0;98879610;98879610;0
185.159.159.145-192.168.188.24-443-59004-6;19216818824;59004;1,85159E+11;443;6;25/03/2025 00:00;10156466;46;95;9730;1040820;6150;0;2,11522E+16;9,25589E+15;12400;0;1,0956E+16;3,63471E+16;1,03437E+16;13.882781668348025;7,25462E+15;8,42307E+14;99675090;0;1,01336E+14;2,25192E+16;1,48533E+15;99675340;140;1,01563E+14;1,08046E+16;1,02788E+16;99675360;0;0;0;0;0;920;1924;4,52913E+15;9,35365E+15;0;12400;7,39824E+15;5,90316E+15;3,48472E+16;0;1;0;0;0;0;0;0;20;7,45071E+15;2,11522E+16;10956;0;0;0;0;0;0;46;973;95;104082;-1;83;6;0;1888370;0;1888370;1888370;99675090;0;99675090;99675090;0
185.159.159.143-192.168.188.24-443-59008-6;19216818824;59008;1,85159E+11;443;6;25/03/2025 00:00;10137838;105;295;7470;3556320;5090;0;7,11429E+15;5,10295E+15;12400;0;1,20553E+16;1,97534E+16;3,51534E+15;39.45614439686253;2,54081E+15;4,98513E+15;99581380;0;1,01107E+14;9,72185E+15;9,76339E+15;99581660;140;1,01377E+13;3,44821E+16;5,80741E+15;99581490;0;0;0;0;0;2100;5924;1,03572E+16;2,90989E+16;0;12400;8,88726E+15;5,56216E+15;3,09376E+14;0;1;0;0;0;0;0;0;20;8909475;7,11429E+15;1,20553E+16;0;0;0;0;0;0;105;747;295;355632;-1;82;5;0;1795920;0;1795920;1795920;99581380;0;99581380;99581380;0
185.159.159.148-192.168.188.24-443-58993-6;19216818824;58993;1,85159E+11;443;6;25/03/2025 00:00;4797602;1;1;0;0;0;0;0;0;0;0;0;0;0;0.4168749304339959;47976020;0;47976020;47976020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;2,08437E+16;2,08437E+16;0;0;0;0;0;0;0;0;0;1;0;0;0;10;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;255;0;0;0;0;0;0;0;0;0;0;0
185.159.159.148-192.168.188.24-443-58995-6;19216818824;58995;1,85159E+11;443;6;25/03/2025 00:00;4764549;1;1;0;0;0;0;0;0;0;0;0;0;0;0.41976690763386004;47645490;0;47645490;47645490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;2,09883E+16;2,09883E+16;0;0;0;0;0;0;0;0;0;1;0;0;0;10;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;255;0;0;0;0;0;0;0;0;0;0;0
185.159.159.148-192.168.188.24-443-58996-6;19216818824;58996;1,85159E+11;443;6;25/03/2025 00:00;4417754;1;1;0;0;0;0;0;0;0;0;0;0;0;0.45271873445194094;44177540;0;44177540;44177540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;2,26359E+16;2,26359E+16;0;0;0;0;0;0;0;0;0;1;0;0;0;10;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;255;0;0;0;0;0;0;0;0;0;0;0
185.159.159.140-192.168.188.24-443-58998-6;19216818824;58998;1,85159E+11;443;6;25/03/2025 00:00;4917335;1;1;0;0;0;0;0;0;0;0;0;0;0;0.4067243740766086;49173350;0;49173350;49173350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;2,03362E+15;2,03362E+15;0;0;0;0;0;0;0;0;0;1;0;0;0;10;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;253;0;0;0;0;0;0;0;0;0;0;0
185.159.159.143-192.168.188.24-443-58999-6;19216818824;58999;1,85159E+11;443;6;25/03/2025 00:00;4773938;1;1;0;0;0;0;0;0;0;0;0;0;0;0.4189413436035407;47739380;0;47739380;47739380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;2,09471E+16;2,09471E+16;0;0;0;0;0;0;0;0;0;1;0;0;0;10;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;255;0;0;0;0;0;0;0;0;0;0;0
185.159.159.140-192.168.188.24-443-59000-6;19216818824;59000;1,85159E+11;443;6;25/03/2025 00:00;4548986;1;1;0;0;0;0;0;0;0;0;0;0;0;0.4396584205798831;45489860;0;45489860;45489860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;2,19829E+16;2,19829E+16;0;0;0;0;0;0;0;0;0;1;0;0;0;10;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;2047;0;0;0;0;0;0;0;0;0;0;0
192.168.188.24-20.191.45.158-58985-443-6;19216818824;58985;2019145158;443;6;24/03/2025 23:59;60169818;9;15;23910;91590;14400;0;2,65667E+15;4,77641E+16;14600;0;6,106E+15;6,54689E+14;1,91957E+16;0.3988710751958731;2,61608E+16;1,25008E+23;5,99611E+14;0;6,01294E+14;7516176875;2,1191E+22;5,99611E+14;8150;1661450;118675;1,85582E+15;411590;0;0;0;0;0;180;324;1,49577E+16;2,49294E+15;0;14600;4620;6,02681E+15;3,63224E+15;0;1;0;0;0;0;0;0;10;48125;2,65667E+15;6106;0;0;0;0;0;0;9;2391;15;9159;-1;63;4;0;0;0;0;0;0;0;0;0;0
185.159.159.143-192.168.188.24-443-59001-6;19216818824;59001;1,85159E+11;443;6;25/03/2025 00:00;43057202;963;4147;186670;47090610;9000;0;1,93842E+15;6,52387E+15;12400;0;1,13553E+16;2,94208E+15;1,09801E+16;118.67933267006065;8,42772E+15;1,95718E+16;99608480;0;4,30362E+14;4,47362E+16;4,50142E+15;99608800;70;4,30571E+13;1,03852E+16;2,18411E+15;1,0001E+14;0;0;0;0;0;19260;82964;2,23656E+15;9,63137E+15;0;12400;9,2501E+15;5,11594E+16;2,61728E+15;0;1;0;0;0;0;0;0;40;9,25191E+15;1,93842E+16;1,13553E+16;0;0;0;0;0;0;963;18667;4147;4709061;-1;80;137;0;7,3114E+15;5,71148E+15;1,34109E+14;20895330;70409500;2,55129E+15;99608480;52423240;0
185.159.159.148-192.168.188.24-443-59019-6;19216818824;59019;1,85159E+11;443;6;25/03/2025 00:00;2299507;21;28;43410;191290;12750;0;2,06714E+16;3,25338E+16;12400;0;6,83179E+15;5,49496E+15;1,02065E+16;21.30891534576759;4,79064E+15;1,04034E+15;5240530;0;22768220;1138411;1,56806E+16;5864350;5440;22989330;8,51457E+15;1,33419E+16;5240530;0;0;0;0;0;420;584;9,13239E+15;1,21765E+16;0;12750;4,694E+15;5,19389E+15;2,69765E+15;0;1;0;0;0;0;0;0;10;4,7898E+15;2,06714E+16;6,83179E+15;0;0;0;0;0;0;21;4341;28;19129;-1;81;9;0;0;0;0;0;0;0;0;0;0
