Flow ID;Src IP;Src Port;Dst IP;Dst Port;Protocol;Timestamp;Flow Duration;Tot Fwd Pkts;Tot Bwd Pkts;TotLen Fwd Pkts;TotLen Bwd Pkts;Fwd Pkt Len Max;Fwd Pkt Len Min;Fwd Pkt Len Mean;Fwd Pkt Len Std;Bwd Pkt Len Max;Bwd Pkt Len Min;Bwd Pkt Len Mean;Bwd Pkt Len Std;Flow Byts/s;Flow Pkts/s;Flow IAT Mean;Flow IAT Std;Flow IAT Max;Flow IAT Min;Fwd IAT Tot;Fwd IAT Mean;Fwd IAT Std;Fwd IAT Max;Fwd IAT Min;Bwd IAT Tot;Bwd IAT Mean;Bwd IAT Std;Bwd IAT Max;Bwd IAT Min;Fwd PSH Flags;Bwd PSH Flags;Fwd URG Flags;Bwd URG Flags;Fwd Header Len;Bwd Header Len;Fwd Pkts/s;Bwd Pkts/s;Pkt Len Min;Pkt Len Max;Pkt Len Mean;Pkt Len Std;Pkt Len Var;FIN Flag Cnt;SYN Flag Cnt;RST Flag Cnt;PSH Flag Cnt;ACK Flag Cnt;URG Flag Cnt;CWE Flag Count;ECE Flag Cnt;Down/Up Ratio;Pkt Size Avg;Fwd Seg Size Avg;Bwd Seg Size Avg;Fwd Byts/b Avg;Fwd Pkts/b Avg;Fwd Blk Rate Avg;Bwd Byts/b Avg;Bwd Pkts/b Avg;Bwd Blk Rate Avg;Subflow Fwd Pkts;Subflow Fwd Byts;Subflow Bwd Pkts;Subflow Bwd Byts;Init Fwd Win Byts;Init Bwd Win Byts;Fwd Act Data Pkts;Fwd Seg Size Min;Active Mean;Active Std;Active Max;Active Min;Idle Mean;Idle Std;Idle Max;Idle Min;Label
192.168.188.24-224.0.0.251-5353-5353-17;19216818824;5353;22400251;5353;17;25/03/2025 00:09;64672033;8;1;8870;430;2640;410;110875;9,74378E+15;430;430;430;0;14.380249960597343;0.1391637092961033;8084004125;1,73521E+22;4,95011E+13;3040;6,36664E+14;9,0952E+15;1,84861E+23;4,95011E+13;3040;0;0;0;0;0;0;0;0;0;64;8;1,23701E+15;1,54626E+14;410;2640;973;9,05723E+15;8,20334E+15;0;0;0;0;0;0;0;0;0;1,08111E+16;110875;430;0;0;0;0;0;0;8;887;1;43;-1;-1;8;0;8976685;1,52716E+16;10056550;7896820;3,14383E+14;2,55446E+22;4,95011E+13;1,33756E+14;1
146.75.120.134-192.168.188.24-443-59043-6;14675120134;443;19216818824;59043;6;25/03/2025 00:12;236;1;1;0;240;0;0;0;0;240;240;240;0;101694.91525423729;8474.57627118644;2360;0;2360;2360;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;4,23729E+14;4,23729E+14;0;240;160;1,38564E+16;1920;0;0;0;1;1;0;0;0;10;240;0;240;0;0;0;0;0;0;1;0;1;24;-1;298;0;0;0;0;0;0;0;0;0;0;1
146.75.120.134-192.168.188.24-443-59043-6;14675120134;443;19216818824;59043;6;25/03/2025 00:12;226020;1;1;240;0;240;240;240;0;0;0;0;0;106.18529333687285;8.848774444739403;2260200;0;2260200;2260200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;4,42439E+15;4,42439E+15;0;240;80;1,38564E+16;1920;1;0;0;0;1;0;0;0;10;120;240;0;0;0;0;0;0;0;1;24;1;0;-1;298;1;0;0;0;0;0;0;0;0;0;1
146.75.120.134-192.168.188.24-443-59043-6;14675120134;443;19216818824;59043;6;25/03/2025 00:12;912003;1;1;240;240;240;240;240;0;240;240;240;0;52.63140581774402;2.1929752424060007;9120030;0;9120030;9120030;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;1,09649E+16;1,09649E+16;240;240;240;0;0;1;0;0;1;1;0;0;0;10;360;240;240;0;0;0;0;0;0;1;24;1;24;-1;298;1;0;0;0;0;0;0;0;0;0;1
146.75.120.134-192.168.188.24-443-59043-6;14675120134;443;19216818824;59043;6;25/03/2025 00:12;3583946;1;1;240;240;240;240;240;0;240;240;240;0;13.393058935597802;0.5580441223165751;35839460;0;35839460;35839460;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;2,79022E+16;2,79022E+16;240;240;240;0;0;1;0;0;1;1;0;0;0;10;360;240;240;0;0;0;0;0;0;1;24;1;24;-1;298;1;0;0;0;0;0;0;0;0;0;1
146.75.120.134-192.168.188.24-443-59043-6;14675120134;443;19216818824;59043;6;25/03/2025 00:12;14335725;1;1;240;240;240;240;240;0;240;240;240;0;3.348278513992142;0.13951160474967259;1,43357E+14;0;1,43357E+14;1,43357E+14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;6,97558E+15;6,97558E+15;240;240;240;0;0;1;0;0;1;1;0;0;0;10;360;240;240;0;0;0;0;0;0;1;24;1;24;-1;298;1;0;0;0;0;0;0;0;0;0;1
136.225.0.0-160.0.176.82-0-0-0;13622500;0;160017682;0;0;25/03/2025 00:10;118039225;59;1;0;0;0;0;0;0;0;0;0;0;0.0;0.5083056077333615;2,00066E+15;1,76924E+16;20082050;19927220;1,16038E+16;2,00066E+16;1,78458E+15;20082050;19927220;0;0;0;0;0;0;0;0;0;0;0;4,99834E+16;8,47176E+14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;1
137.18.1.112-160.0.0.0-0-0-0;137181112;0;160000;0;0;25/03/2025 00:10;118039150;59;1;0;0;0;0;0;0;0;0;0;0;0.0;0.5083059307018053;2,00066E+16;1,75116E+16;20082050;19928230;1,16038E+16;2,00066E+16;1,76635E+16;20082050;19928230;0;0;0;0;0;0;0;0;0;0;0;4,99834E+15;8,47177E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;1
185.107.56.143-192.168.188.24-51820-61750-17;18510756143;51820;19216818824;61750;17;25/03/2025 00:10;119593797;50248;19169;6,83728E+14;26145640;14400;800;1,36071E+15;2,54947E+15;14400;320;1,36395E+16;2,05564E+16;593570.317029068;580.4398032449793;1,72286E+16;2,83167E+16;27134910;-1390;1,19198E+16;2,37225E+16;3,55567E+15;27587500;0;1,19558E+15;6,2374E+15;5,63221E+15;27424600;0;0;0;0;0;401984;153352;4,20156E+16;1,60284E+15;320;14400;1,02261E+16;5,98617E+14;3,58343E+15;0;0;0;0;0;0;0;0;0;1,02263E+16;1,36071E+15;1,36395E+16;0;0;0;0;0;0;50248;68372764;19169;2614564;-1;-1;50248;0;0;0;0;0;0;0;0;0;1
146.75.120.134-192.168.188.24-443-59044-6;14675120134;443;19216818824;59044;6;25/03/2025 00:12;243;1;1;0;240;0;0;0;0;240;240;240;0;98765.43209876544;8230.45267489712;2430;0;2430;2430;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;4,11523E+14;4,11523E+14;0;240;160;1,38564E+16;1920;0;0;0;1;1;0;0;0;10;240;0;240;0;0;0;0;0;0;1;0;1;24;-1;310;0;0;0;0;0;0;0;0;0;0;1
146.75.120.134-192.168.188.24-443-59044-6;14675120134;443;19216818824;59044;6;25/03/2025 00:12;220146;1;1;240;0;240;240;240;0;0;0;0;0;109.01856040990978;9.084880034159148;2201460;0;2201460;2201460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;4,54244E+15;4,54244E+15;0;240;80;1,38564E+16;1920;1;0;0;0;1;0;0;0;10;120;240;0;0;0;0;0;0;0;1;24;1;0;-1;310;1;0;0;0;0;0;0;0;0;0;1
151.101.192.134-192.168.188.24-443-59046-6;1,51101E+11;443;19216818824;59046;6;25/03/2025 00:12;229;1;1;0;240;0;0;0;0;240;240;240;0;104803.49344978166;8733.624454148472;2290;0;2290;2290;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;4,36681E+15;4,36681E+15;0;240;160;1,38564E+16;1920;0;0;0;1;1;0;0;0;10;240;0;240;0;0;0;0;0;0;1;0;1;24;-1;337;0;0;0;0;0;0;0;0;0;0;1
151.101.192.134-192.168.188.24-443-59067-6;1,51101E+11;443;19216818824;59067;6;25/03/2025 00:12;216;1;1;0;240;0;0;0;0;240;240;240;0;111111.11111111111;9259.25925925926;2160;0;2160;2160;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;4,62963E+14;4,62963E+14;0;240;160;1,38564E+16;1920;0;0;0;1;1;0;0;0;10;240;0;240;0;0;0;0;0;0;1;0;1;24;-1;297;0;0;0;0;0;0;0;0;0;0;1
151.101.192.134-192.168.188.24-443-59068-6;1,51101E+11;443;19216818824;59068;6;25/03/2025 00:12;216;1;1;0;240;0;0;0;0;240;240;240;0;111111.11111111111;9259.25925925926;2160;0;2160;2160;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;4,62963E+14;4,62963E+14;0;240;160;1,38564E+16;1920;0;0;0;1;1;0;0;0;10;240;0;240;0;0;0;0;0;0;1;0;1;24;-1;297;0;0;0;0;0;0;0;0;0;0;1
151.101.192.134-192.168.188.24-443-59045-6;1,51101E+11;443;19216818824;59045;6;25/03/2025 00:12;0;1;1;0;240;0;0;0;0;240;240;240;0;Infinity;Infinity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;0;0;0;240;160;1,38564E+16;1920;0;0;0;1;1;0;0;0;10;240;0;240;0;0;0;0;0;0;1;0;1;24;-1;326;0;0;0;0;0;0;0;0;0;0;1
151.101.192.134-192.168.188.24-443-59046-6;1,51101E+11;443;19216818824;59046;6;25/03/2025 00:12;225051;1;1;240;0;240;240;240;0;0;0;0;0;106.64249436794327;8.886874530661938;2250510;0;2250510;2250510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;4,44344E+15;4,44344E+15;0;240;80;1,38564E+16;1920;1;0;0;0;1;0;0;0;10;120;240;0;0;0;0;0;0;0;1;24;1;0;-1;337;1;0;0;0;0;0;0;0;0;0;1
151.101.192.134-192.168.188.24-443-59068-6;1,51101E+11;443;19216818824;59068;6;25/03/2025 00:12;225033;1;1;240;0;240;240;240;0;0;0;0;0;106.65102451640425;8.88758537636702;2250330;0;2250330;2250330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;4,44379E+14;4,44379E+14;0;240;80;1,38564E+16;1920;1;0;0;0;1;0;0;0;10;120;240;0;0;0;0;0;0;0;1;24;1;0;-1;297;1;0;0;0;0;0;0;0;0;0;1
151.101.192.134-192.168.188.24-443-59067-6;1,51101E+11;443;19216818824;59067;6;25/03/2025 00:12;224998;1;1;240;0;240;240;240;0;0;0;0;0;106.66761482324287;8.888967901936907;2249980;0;2249980;2249980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;4,44448E+15;4,44448E+15;0;240;80;1,38564E+16;1920;1;0;0;0;1;0;0;0;10;120;240;0;0;0;0;0;0;0;1;24;1;0;-1;297;1;0;0;0;0;0;0;0;0;0;1
151.101.192.134-192.168.188.24-443-59045-6;1,51101E+11;443;19216818824;59045;6;25/03/2025 00:12;218760;1;1;240;0;240;240;240;0;0;0;0;0;109.70927043335162;9.1424392027793;2187600;0;2187600;2187600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;4,57122E+14;4,57122E+14;0;240;80;1,38564E+16;1920;1;0;0;0;1;0;0;0;10;120;240;0;0;0;0;0;0;0;1;24;1;0;-1;326;1;0;0;0;0;0;0;0;0;0;1
146.75.120.134-192.168.188.24-443-59044-6;14675120134;443;19216818824;59044;6;25/03/2025 00:12;943998;1;1;240;240;240;240;240;0;240;240;240;0;50.84756535501135;2.118648556458806;9439980;0;9439980;9439980;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;1,05932E+15;1,05932E+15;240;240;240;0;0;1;0;0;1;1;0;0;0;10;360;240;240;0;0;0;0;0;0;1;24;1;24;-1;310;1;0;0;0;0;0;0;0;0;0;1
151.101.192.134-192.168.188.24-443-59068-6;1,51101E+11;443;19216818824;59068;6;25/03/2025 00:12;904051;1;1;240;240;240;240;240;0;240;240;240;0;53.094349765665875;2.2122645735694113;9040510;0;9040510;9040510;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;1,10613E+16;1,10613E+16;240;240;240;0;0;1;0;0;1;1;0;0;0;10;360;240;240;0;0;0;0;0;0;1;24;1;24;-1;297;1;0;0;0;0;0;0;0;0;0;1
151.101.192.134-192.168.188.24-443-59046-6;1,51101E+11;443;19216818824;59046;6;25/03/2025 00:12;935934;1;1;240;240;240;240;240;0;240;240;240;0;51.285667579124166;2.1369028157968404;9359340;0;9359340;9359340;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;1,06845E+16;1,06845E+16;240;240;240;0;0;1;0;0;1;1;0;0;0;10;360;240;240;0;0;0;0;0;0;1;24;1;24;-1;337;1;0;0;0;0;0;0;0;0;0;1
151.101.192.134-192.168.188.24-443-59067-6;1,51101E+11;443;19216818824;59067;6;25/03/2025 00:12;952019;1;1;240;240;240;240;240;0;240;240;240;0;50.41916180244302;2.100798408435126;9520190;0;9520190;9520190;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;1,0504E+15;1,0504E+15;240;240;240;0;0;1;0;0;1;1;0;0;0;10;360;240;240;0;0;0;0;0;0;1;24;1;24;-1;297;1;0;0;0;0;0;0;0;0;0;1
151.101.192.134-192.168.188.24-443-59045-6;1,51101E+11;443;19216818824;59045;6;25/03/2025 00:12;896046;1;1;240;240;240;240;240;0;240;240;240;0;53.56867839374318;2.232028266405966;8960460;0;8960460;8960460;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;1,11601E+15;1,11601E+15;240;240;240;0;0;1;0;0;1;1;0;0;0;10;360;240;240;0;0;0;0;0;0;1;24;1;24;-1;326;1;0;0;0;0;0;0;0;0;0;1
146.75.120.134-192.168.188.24-443-59044-6;14675120134;443;19216818824;59044;6;25/03/2025 00:12;3584615;1;1;240;240;240;240;240;0;240;240;240;0;13.390559376669461;0.5579399740278942;35846150;0;35846150;35846150;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;2,7897E+15;2,7897E+15;240;240;240;0;0;1;0;0;1;1;0;0;0;10;360;240;240;0;0;0;0;0;0;1;24;1;24;-1;310;1;0;0;0;0;0;0;0;0;0;1
151.101.192.134-192.168.188.24-443-59068-6;1,51101E+11;443;19216818824;59068;6;25/03/2025 00:12;3519974;1;1;240;240;240;240;240;0;240;240;240;0;13.636464360248116;0.5681860150103382;35199740;0;35199740;35199740;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;2,84093E+15;2,84093E+15;240;240;240;0;0;1;0;0;1;1;0;0;0;10;360;240;240;0;0;0;0;0;0;1;24;1;24;-1;297;1;0;0;0;0;0;0;0;0;0;1
151.101.192.134-192.168.188.24-443-59046-6;1,51101E+11;443;19216818824;59046;6;25/03/2025 00:12;3519967;1;1;240;240;240;240;240;0;240;240;240;0;13.636491478471248;0.568187144936302;35199670;0;35199670;35199670;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;2,84094E+14;2,84094E+14;240;240;240;0;0;1;0;0;1;1;0;0;0;10;360;240;240;0;0;0;0;0;0;1;24;1;24;-1;337;1;0;0;0;0;0;0;0;0;0;1
151.101.192.134-192.168.188.24-443-59045-6;1,51101E+11;443;19216818824;59045;6;25/03/2025 00:12;3519969;1;1;240;240;240;240;240;0;240;240;240;0;13.636483730396488;0.5681868220998537;35199690;0;35199690;35199690;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;2,84093E+16;2,84093E+16;240;240;240;0;0;1;0;0;1;1;0;0;0;10;360;240;240;0;0;0;0;0;0;1;24;1;24;-1;326;1;0;0;0;0;0;0;0;0;0;1
151.101.192.134-192.168.188.24-443-59067-6;1,51101E+11;443;19216818824;59067;6;25/03/2025 00:12;3583923;1;1;240;240;240;240;240;0;240;240;240;0;13.393144886204308;0.5580477035918462;35839230;0;35839230;35839230;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;2,79024E+15;2,79024E+15;240;240;240;0;0;1;0;0;1;1;0;0;0;10;360;240;240;0;0;0;0;0;0;1;24;1;24;-1;297;1;0;0;0;0;0;0;0;0;0;1
192.168.188.24-224.0.0.22-0-0-0;19216818824;0;2240022;0;0;25/03/2025 00:11;2505469;2;1;0;0;0;0;0;0;0;0;0;0;0.0;1.1973806101771762;12527345;3,65178E+16;15109540;9945150;15109540;15109540;0;15109540;15109540;0;0;0;0;0;0;0;0;0;0;0;7,98254E+15;3,99127E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;1
146.75.120.134-192.168.188.24-443-59044-6;14675120134;443;19216818824;59044;6;25/03/2025 00:13;14335788;1;1;240;240;240;240;240;0;240;240;240;0;3.3482637996599838;0.1395109916524993;1,43358E+14;0;1,43358E+14;1,43358E+14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;6,97555E+15;6,97555E+15;240;240;240;0;0;1;0;0;1;1;0;0;0;10;360;240;240;0;0;0;0;0;0;1;24;1;24;-1;310;1;0;0;0;0;0;0;0;0;0;1
151.101.192.134-192.168.188.24-443-59046-6;1,51101E+11;443;19216818824;59046;6;25/03/2025 00:13;14335849;1;1;240;240;240;240;240;0;240;240;240;0;3.3482495525727147;0.1395103980238631;1,43358E+14;0;1,43358E+14;1,43358E+14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;6,97552E+15;6,97552E+15;240;240;240;0;0;1;0;0;1;1;0;0;0;10;360;240;240;0;0;0;0;0;0;1;24;1;24;-1;337;1;0;0;0;0;0;0;0;0;0;1
151.101.192.134-192.168.188.24-443-59068-6;1,51101E+11;443;19216818824;59068;6;25/03/2025 00:13;14335810;1;1;240;240;240;240;240;0;240;240;240;0;3.348258661352236;0.13951077755634317;1,43358E+13;0;1,43358E+13;1,43358E+13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;6,97554E+15;6,97554E+15;240;240;240;0;0;1;0;0;1;1;0;0;0;10;360;240;240;0;0;0;0;0;0;1;24;1;24;-1;297;1;0;0;0;0;0;0;0;0;0;1
151.101.192.134-192.168.188.24-443-59045-6;1,51101E+11;443;19216818824;59045;6;25/03/2025 00:13;14335839;1;1;240;240;240;240;240;0;240;240;240;0;3.3482518881524825;0.1395104953396868;1,43358E+14;0;1,43358E+14;1,43358E+14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;6,97552E+14;6,97552E+14;240;240;240;0;0;1;0;0;1;1;0;0;0;10;360;240;240;0;0;0;0;0;0;1;24;1;24;-1;326;1;0;0;0;0;0;0;0;0;0;1
151.101.192.134-192.168.188.24-443-59067-6;1,51101E+11;443;19216818824;59067;6;25/03/2025 00:13;14335813;1;1;240;240;240;240;240;0;240;240;240;0;3.3482579606751286;0.1395107483614637;1,43358E+14;0;1,43358E+14;1,43358E+14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;20;6,97554E+15;6,97554E+15;240;240;240;0;0;1;0;0;1;1;0;0;0;10;360;240;240;0;0;0;0;0;0;1;24;1;24;-1;297;1;0;0;0;0;0;0;0;0;0;1
8.0.6.4-8.6.0.1-0-0-0;8601;0;8064;0;0;25/03/2025 00:11;112998900;13;1;0;0;0;0;0;0;0;0;0;0;0.0;0.12389501136736729;8,69222E+15;1,13298E+22;2,90743E+14;140;1,12999E+15;9,41655E+15;1,15149E+23;2,90743E+14;140;0;0;0;0;0;0;0;0;0;0;0;1,15045E+16;8,84964E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;1;0;-1;-1;0;0;1515;1,47038E+16;2890;140;1,88329E+23;8,88248E+15;2,90743E+14;84169760;1
185.107.56.143-192.168.188.24-51820-61750-17;18510756143;51820;19216818824;61750;17;25/03/2025 00:12;108673267;37881;8929;5,30264E+14;11215720;14400;800;1,39982E+16;1,70806E+16;14400;320;1,2561E+16;2,02344E+16;498264.3615563706;430.74070829213224;2,32163E+15;4,13015E+16;27798640;-500;1,08647E+16;2,86818E+15;4,79223E+16;28319620;0;1,08148E+15;1,21134E+15;9,80386E+15;28232340;0;0;0;0;0;303048;71432;3,48577E+16;8,21637E+14;320;14400;1,15677E+16;5,3108E+15;2,82046E+16;0;0;0;0;0;0;0;0;0;1,15679E+16;1,39982E+16;1,2561E+16;0;0;0;0;0;0;37881;53026444;8929;1121572;-1;-1;37881;0;0;0;0;0;0;0;0;0;1
